patient_id,first_name,last_name,date_of_birth,age,gender,address,city,state,zip_code,phone,email,ssn_hash,registration_date,is_deceased,date_of_death,chronic_conditions,is_phantom
PAT000743,Tiffany,Chan,1985-08-24,40,Other,6514 Mark Forge,Youngton,MA,31438,3585303990,stewartdavid@example.com,7524682560403f0c787bfafdee3d6d61338eb332d1ff1bd53cc453c6bdc81fcd,2025-03-31,False,,[],False
PAT000744,Amy,Campos,1936-12-03,89,Other,44564 Wilson Trace,East Keith,HI,82972,+1-694-489-1235x54259,christinebell@example.net,486b361f035b1da9d0a7cf1591f0482b1f5ebc26e241f938b9d83476f1534773,2023-02-20,False,,['hypertension'],False
PAT000745,Wendy,Lewis,1948-03-03,77,Other,1458 Jessica Curve Suite 138,Port Kimberlyhaven,WA,24597,001-467-289-5821,thomas52@example.com,e16b18c2d52f0f77b698c24db04df6b91415090231ec16a5c8ea98aeeb37445e,2021-02-25,False,,[],False
PAT000746,Todd,Ross,1995-08-19,30,M,99531 Mueller Springs,Wilcoxstad,RI,56814,509.482.0837x7830,daniel30@example.org,43dd10c9eb5f608ad618de3a4086768f0948b997283dcdc09f1678134ec1d4ca,2024-06-09,False,,[],False
PAT000747,Lisa,Harris,1998-04-03,27,Other,442 Karen Falls,Sanchezfurt,DE,37498,3737651971,derek91@example.org,f4b807f794d64b90031785980bf0aee6e56b8bac43ae63e04313d8ad40c3d101,2022-03-01,False,,[],False
PAT000748,Brian,Allen,1948-09-15,77,M,6514 Mark Forge,Youngton,MA,31438,745-346-3121x8295,bjackson@example.com,ad12e477d1ff860d80f97755bdfdc96c230a23b3228b7373c7e6a00915a6a2f7,2023-05-26,False,,['hypertension'],False
PAT000749,Christina,Villegas,2012-08-22,13,F,204 Kathleen Cliff,Wallaceton,VI,90219,+1-685-791-7201x7838,penningtonmaria@example.org,78538baf9b8c1af3509f30fce3e6c14d658e3b0394b191f8df0d2b8eff5e2796,2023-06-28,False,,[],False
PAT000750,Jose,Raymond,1972-04-03,53,M,17978 Richardson Road,Anatown,MT,91403,2517967733,petershaw@example.org,d58d002e809e7623d923aaa871f9dc2cdebb1600b7d5538e83a431db90601d68,2023-11-24,False,,[],False
PAT000751,Annette,Tucker,2021-02-22,4,Other,019 Rhonda Harbor,Andersonstad,MD,61885,(666)211-0368x51015,zimmermanjason@example.org,7b75afa2278570a3590a785032a2661f9fb70ad490608bafe0d5e44afa73029f,2025-01-16,False,,[],False
PAT000752,Brittany,Walker,1946-01-26,79,Other,7140 Black Expressway Apt. 184,East Jeremy,PW,06650,(874)440-8391x93451,andreagraves@example.net,0b19dfe3ca088c06610cd03ff8473fe24133021e8a9d95f7cc21726695c376df,2025-01-02,False,,[],False
PAT000753,Amy,Parker,1970-05-18,55,F,88653 Michael Lock,South Katie,UT,56336,286-403-0271,cody31@example.org,f3f1ebff77f4b4d6d73f2bf08867900e91adcff5104ef2824ea1b2c62bc06d4a,2023-06-21,False,,[],False
PAT000754,Edward,Johnston,1939-06-03,86,M,491 Summers Isle,East Ashley,CA,98965,(265)301-8505,yboyd@example.net,28246e0f35a2c3a066a5a5505f10081771a03d2ffa10e9e8623ee02cbe99f6f7,2023-05-29,True,2024-10-08,['hypertension'],False
PAT000755,Lisa,Price,1968-12-25,56,Other,19802 Stephen Locks Suite 067,Cruzville,NH,80313,(933)982-6873x84838,uyoung@example.org,373a168943d59370952dc96149333d3410760623b63d10ff17112b53ee0eb821,2023-07-03,False,,['hypertension'],False
PAT000756,Miranda,Jenkins,2012-06-02,13,F,9740 Spencer Avenue Suite 074,Kennethmouth,PR,69276,7763029388,pattersonashley@example.net,d6bb1427109f70583d9876ad54cf19a5bb44255ca775773f8d99ce5062209f77,2025-01-18,False,,[],False
PAT000757,Maria,Norman,2001-11-16,24,Other,369 Gerald Well Suite 856,Margaretshire,TX,71102,(327)562-2462,daniel94@example.net,79e63264f3e358efebbb23bf594d6f1397aacdbeddcbccfa8284eaa6d114c02c,2024-01-06,False,,[],False
PAT000758,Beverly,Fernandez,2007-06-15,18,Other,005 Sullivan Meadow,Jamesbury,NE,14807,472-262-5383x232,jennifer69@example.org,7ce9c1d9a3772370c973d514b86dffd52ee19c03bbd5e3d7cc64bd04d538a60e,2025-07-05,False,,[],False
PAT000759,Gail,Cisneros,1957-03-27,68,Other,429 Renee Field Apt. 354,Lake Donaldchester,AR,23519,(654)850-2769x862,chungcaleb@example.com,524863387965a60b7d4306f8c1fda60b3e04a8ffcb56c6b6dde09c2c36c5f519,2022-10-04,False,,['hypertension'],False
PAT000760,Tracy,Daniels,1959-03-16,66,Other,491 Summers Isle,East Ashley,CA,98965,495.392.8538,qcervantes@example.org,02a3beebac5ad3dca24a30ce015abb80997b36d90bb24f72622e556f5e6836b1,2024-11-05,False,,['diabetes'],False
PAT000761,Joseph,Hill,1969-11-01,56,M,1053 Smith Squares Suite 039,North Bobby,MD,48941,(483)819-2489,pdunn@example.com,229402bf62afaa7ce4d6462791b83dc56968dd672db16d6cc472a066d2e986fe,2024-07-11,False,,[],False
PAT000762,Caroline,Marshall,1940-08-05,85,Other,77598 Robert Valley,North Kristinachester,GU,86901,(606)230-6150x82761,tmccarty@example.com,2a883505db13128496c529a24948a967feb84ca44df5dfc20e890d76533022fd,2023-08-04,False,,['hypertension'],False
PAT000763,Tracy,Macias,1990-11-24,35,F,7108 Long Parks,Heatherstad,IN,35797,5043281212,sarahharrington@example.net,bb63f74e2a90cb0f0762f246269f26d41b01604bfadcec9ee31e5c53c993cf31,2022-11-14,False,,[],False
PAT000764,Lisa,Leonard,1995-09-02,30,Other,36821 Andrew Spring,East Ellen,KS,27756,(908)877-1685,kristina85@example.net,58367d1fe668272513b37b2828ec372db273b9547f7620a2a11b8abc1ea805ad,2025-06-27,False,,[],False
PAT000765,Samantha,Hobbs,1957-09-07,68,Other,49133 Young Run Suite 222,South Sonyamouth,UT,51686,001-266-500-6730x415,edward29@example.com,de798e6f92f81a9cb67c1f2f0df43ad383c546aafe476aaff99c3daffa0ce01d,2025-11-20,False,,[],False
PAT000766,Michelle,Gordon,1981-05-11,44,Other,24364 Tara Crescent Apt. 676,Fosterfort,LA,75684,+1-541-915-7192x47023,zfitzgerald@example.net,4b8a3566c1d25a868018b159189587a70c3a348f5434a9634bc193e3b7c76770,2021-03-29,False,,['asthma'],False
PAT000767,Kristi,Cobb,2025-07-11,0,F,53213 John Summit Suite 569,North Susan,AS,62525,875-206-0192x640,pmurphy@example.org,1ac19d19d293e82c7008b88544e340d8e20b53e06e02d91df0c1362a2b9bad66,2021-09-06,False,,[],False
PAT000768,Mia,Baker,1972-04-23,53,Other,74393 Edwards Shoals,Port David,IL,89034,001-324-433-8672,amber04@example.com,be843a25e0625b2e20ab9d249581c79d141b08d65258c60700359e2bc0577ac7,2024-11-06,False,,[],False
PAT000769,Tamara,Gomez,1987-03-25,38,Other,0009 Brenda Flats Suite 470,Adamtown,WI,48505,440-918-0759,kenneth91@example.org,b48ce641c3de57f78828f55e6f05534ad7ca1265a817ce8464c967ceb6809bf1,2021-06-10,False,,[],False
PAT000770,Diane,Mendoza,1942-09-03,83,F,17355 Torres Cape,Sharontown,NY,61858,001-214-761-8673x5168,cookedward@example.com,80bf9069792d10bed3782f31fcc88776cbf6e0a3f68b610611b3f7cdd5edf1fa,2024-02-29,False,,['hypertension'],False
PAT000771,Todd,Melendez,1942-02-25,83,M,1053 Smith Squares Suite 039,North Bobby,MD,48941,001-920-715-9179x3219,mortonjohnny@example.com,0edc072203b18cb5726bdd6f5445600d6824d319f21abde44034ec42d332e18c,2022-07-07,False,,"['diabetes', 'heart_disease']",False
PAT000772,Christine,Evans,2010-10-25,15,F,05694 Peterson Walks,Lake Austinport,VI,21730,643.970.6397x94425,hannahpruitt@example.net,7bc6114b079ba90814fa995ed92dac60ffa3953d1290dfd888561e3434a60ae7,2022-12-28,False,,[],False
PAT000773,Maria,Farley,2012-05-29,13,Other,459 Mason Crest,North Brianna,MH,52414,(895)961-4624,woodmelissa@example.org,3b761ee66be8f2f08d19a5be1bb93ea0ea54922106766e9f46c5316792dd4fd5,2024-03-21,False,,[],False
PAT000774,Katelyn,Freeman,1960-04-21,65,F,3971 Roberts Park Suite 776,Lake Stephenberg,MI,24888,+1-417-939-0487,mhill@example.com,60bf8f5815c703f55cfa8099bc2ce39c6ff26e10a16a2875609e8093880d0178,2022-07-08,False,,[],False
PAT000775,Jodi,Smith,1986-08-17,39,Other,552 Pamela Lane Apt. 735,South Gary,PR,93639,001-757-884-4456,ryan12@example.net,a4bc433809c009e0d2c749b7ccd92eafed17e44f3669a2e997d1ba07d6a1e8c6,2024-02-02,False,,[],False
PAT000776,Tammy,Lee,1938-11-27,87,F,846 Brooks Park,North James,AZ,35171,827.636.6230x1387,kmurphy@example.net,271d6a0fe93ee341985312b483c99a2a8790eabe8312180260e09e8c0a2e124a,2025-02-03,False,,['heart_disease'],False
PAT000777,Kevin,Small,1934-12-27,91,M,120 Paul Parkway,Abigailchester,WI,18302,432-200-7125x0322,markphillips@example.org,4ad728cc1c719bd21500605779795fceae39bff73ca1aee4051e23d3a3662546,2024-01-07,False,,['diabetes'],False
PAT000778,Caroline,Powell,1940-09-22,85,Other,8073 Gregory Forest,Deleonview,CA,35167,001-456-683-6816x025,carmenanderson@example.org,eebc35c121267d76a489b19fcb73f8471b62bf9edac7bf6bfbc6534ff79983b4,2023-09-07,False,,['diabetes'],False
PAT000779,Cristian,Smith,1999-01-23,26,M,7651 Stephanie Square,East Danielfurt,SC,13135,001-767-510-2827,harrypotts@example.org,d0b2929eeaea7ce132e7a00dff4122af881bc0a55a6578eabaddd2a9b6ee272a,2025-11-15,False,,[],False
PAT000780,Marie,Cross,1987-02-23,38,F,17355 Torres Cape,Sharontown,NY,61858,001-451-477-7946x3645,hnguyen@example.com,396f202996adf7a8d1f939575435f830ae90215fc88368af760338fcd2fbc13e,2023-11-29,False,,[],False
PAT000781,Crystal,Hernandez,1984-08-13,41,Other,56582 Sims Ways,Kevinstad,CO,50357,725-828-8826x44782,brittany74@example.org,7bc30eec632a5664f07bf7274c73a7c0774b3c5ce77eee9db1e60058abc9b078,2024-05-14,False,,[],False
PAT000782,John,Patel,2008-02-02,17,M,1837 Robert Mills Apt. 110,West Melissaton,MI,43529,001-294-917-1134x795,amanda42@example.org,edd50ece389fb9f6d1ab3760d2ffe533d65f5d4d8ebd9e91f5d5200ebb42b133,2022-11-11,False,,[],False
PAT000783,Susan,Richardson,2004-08-30,21,Other,805 Cooper Mount Suite 485,New John,WI,78293,307.237.1850x357,gayjacqueline@example.com,cff60a161c50f59fd2a74172497749f4d4ef11bc563ee3eaf50e02c92d777263,2025-06-28,False,,[],False
PAT000784,Paige,Davis,1996-10-03,29,Other,24260 Benton Lake Suite 059,Mariaview,NC,13935,357.981.3279x6054,chadbennett@example.org,1a273e2fddfa0c46aef0c870942e591ac9506e4a22c1dfd3d801664ec2ae59cd,2025-05-22,False,,[],False
PAT000785,Catherine,Stewart,1965-03-16,60,F,12162 Richard Run Apt. 362,Riggsstad,VI,27083,6365072842,brandi63@example.org,8a04836b9e002713e6e1347ea17a160de4c594fd11e0f9c82ff469337bb12517,2022-10-07,False,,['hypertension'],False
PAT000786,Samantha,Alvarez,2000-12-04,25,F,5990 Watson Views Suite 977,Port Christinastad,PR,41164,+1-364-254-0005x37905,zschneider@example.org,74d2c3b55562c449af79da605e1bb024c3c4a6b6f870312129e7fd2591c136b0,2021-05-17,False,,[],False
PAT000787,John,Jones,1964-11-06,61,M,3158 Freeman Locks,Shannontown,MD,50712,864.265.0966,weisslaura@example.com,654f80b5bebb5a3907e08be2d416a02432962d66ad9e8ab68eab317d0698d7a0,2022-11-17,False,,"['hypertension', 'diabetes']",False
PAT000788,Tammy,Miller,2008-12-01,17,Other,773 Lisa Ridge Apt. 201,Johnsonfurt,RI,14594,761.307.2411,orozcojessica@example.net,c5f1d56d0e63c4f431f7a0a981ecd9c003d4558ab750bc406d63c54a90527e60,2025-02-19,False,,[],False
PAT000789,Laura,Perez,2017-08-30,8,Other,15120 Andrea Circle Suite 394,Jordanchester,NY,77738,888.346.8075x5123,brianna51@example.org,56049f9c88bf75d6a4ce03719e13fa8b01367af244a1bdc0db84efa5eaa36baf,2023-12-27,False,,[],False
PAT000790,Frederick,Porter,2024-10-21,1,M,100 Johnson Plains Apt. 391,New Edward,MD,64589,248.935.4058,jaclyn60@example.org,00fff1f9e8ab4aefbbc9cbeb67d79dbf0d699c89f59631550fd9c12843f4fd12,2023-12-07,False,,[],False
PAT000791,Kevin,Johnson,1998-03-01,27,M,359 Allison Avenue Apt. 976,North Jenniferport,AS,45359,312-980-5334x510,corylewis@example.org,b5ae077ab9af06d2631de731dafd9bc335d1e48a2c33684297fdd8603d1ff361,2024-12-25,False,,[],False
PAT000792,Shannon,Moore,1945-10-07,80,F,5589 Adams Row,South Alexander,OH,12104,001-269-458-8698x470,matthewsolivia@example.net,c21099f61f1853535c1cf86a2fdecc1a2a8cc1a453b3edb6b25adeee2bf4de82,2021-10-30,False,,[],False
PAT000793,Parker,Bond,1968-08-18,57,M,382 Parsons Square Suite 122,New Joanna,GA,24124,795.901.7157,xgarcia@example.org,8aabb111e074ac3a2ea20d0011c3daff6076ea8e4e3d2ffd6ed5f02320b4b91b,2022-03-29,False,,[],False
PAT000794,Richard,White,1971-08-12,54,M,3995 Smith Walks,Figueroaberg,IA,71474,4032263890,ramirezbobby@example.com,5519e5544cf78d5139d180a5538a71e969293faa2ea9bb0f2f136225b2884804,2024-06-13,False,,[],False
PAT000795,Maria,Morris,2001-07-28,24,Other,380 Tony Bypass Apt. 020,Karenview,NV,26377,001-910-223-6092,grosslisa@example.com,5c629c8ba2153876f60d39212e9c1dd677fb6964a8f845617d4f94e7d95895ac,2023-02-27,False,,[],False
PAT000796,Amy,Murray,1984-11-12,41,Other,082 Jason Loop Apt. 333,Princebury,NM,58045,+1-395-495-9064,john41@example.com,739d342a97e189776b1741c1b39a98c7ead6aa740b94679cb81f3e2051f199dd,2021-01-26,False,,[],False
PAT000797,Debra,Douglas,2014-07-13,11,F,7717 Jonathon Village,Port Anthony,MI,29837,+1-914-319-7746,morriskarl@example.net,cde64590cf12eed7fb27fd176211fa6664e45a2525880cb6975e02affd4f2b8e,2023-10-12,False,,[],False
PAT000798,John,Bridges,1944-11-15,81,M,711 Johnny Cliffs,Lake Danielfurt,ME,51079,+1-870-939-8571x2036,jodi02@example.org,41b7a7ab7e26884cb7f853b4d9a02dc8cfb44289c14f80f73f9bc8bac12397a1,2022-04-28,False,,['hypertension'],False
PAT000799,Charles,Simmons,2003-03-31,22,M,9905 Burns Well,Nataliemouth,NE,81245,323-432-3746x37441,garciajose@example.com,ea7f2221380923322108d67e014d004ec4095da904c460fc4f3221d40542d462,2025-01-14,False,,[],False
PAT000800,Beth,Thomas,1960-05-27,65,F,6982 Campos Harbors,Amyland,GA,03593,+1-202-309-9010x4538,ericaguilar@example.org,b36bbf417837163e2f4ebc397e7140f21eedae9d0c9a05e570af13011a3ad8da,2021-01-08,False,,[],False
PAT000801,James,Hale,1957-10-24,68,M,1061 David Mews Suite 786,Port Royburgh,NJ,16553,335-971-5809,katie91@example.com,d4d8d61362e0227c659bcc870fdd89a8c4620f9b9f51e8f36e4f04a9045019d4,2025-05-02,False,,['hypertension'],False
PAT000802,Richard,Hernandez,1953-08-16,72,M,26821 Charles Mountains,Port Mikaylabury,AZ,81665,+1-770-509-7592x403,opowell@example.net,9b34bfed91d4d550be9f5c4ddeaf5f4cb21569b9be12ea58c6f90e0b6176a5ba,2024-05-18,False,,['hypertension'],False
PAT000803,Pamela,Bernard,2014-03-25,11,F,852 Boyd Tunnel,East Crystalland,NE,90378,(560)425-9518,christinadavis@example.org,27424fffdc44ecb11fba4cde6bbc7986d22118d7506425f4a83df879f9fccfd0,2021-11-13,False,,[],False
PAT000804,Catherine,Chambers,1970-09-23,55,F,9087 Michael Pines,East Analand,AS,97707,291.290.6345,ojones@example.net,1ce92ea6d5fea426061b14ec26e7eaeb935eb634e7b52b9391d3fe587822a186,2023-01-14,False,,['diabetes'],False
PAT000805,Meredith,Richards,2014-04-24,11,Other,6982 Campos Harbors,Amyland,GA,03593,(959)884-4320,amandamiller@example.org,d528fe685c88b6b5eafd1d8601faf4d476a89f349505f0c17e0b2f0361e6a164,2022-07-24,False,,[],False
PAT000806,Scott,Sullivan,1974-03-09,51,M,42725 Megan Freeway,Cynthiamouth,RI,63182,001-739-268-5925x290,burkeshannon@example.org,6ff91a5bb99ff1166f6a108b05d548bb11c5e6f1f95334e09ec41d2d8202dbd4,2023-08-29,False,,['hypertension'],False
PAT000807,Toni,Ray,1936-06-05,89,Other,19140 Sarah Lane,Edgarside,MO,21610,+1-437-884-0768,jamessmith@example.net,65100a195405f83c8c531e47322690df96bb860be7e1a8abeabe90b699924b28,2021-10-20,True,2025-06-10,[],False
PAT000808,James,Hanna,1989-07-10,36,M,392 Rice Isle,Stevenberg,ME,51390,481.460.7847,ymiller@example.org,93dc2a8b4a489b6e71a684cbf94e80324465370cb0bca0998dde023ba48feaa5,2023-06-23,False,,[],False
PAT000809,Tammy,Melton,1992-02-07,33,F,705 Clark Stream Suite 098,New Robertfort,NM,05677,458.837.5979x615,xbrooks@example.org,3d76ff99a28543932364b2d356fd7ef2e5914b4f3bccb3a9be61702d8ccc28bf,2021-12-30,False,,[],False
PAT000810,Lisa,James,1961-04-07,64,F,152 Payne Gardens,Williamtown,NC,00842,3325395117,hannah03@example.org,9f56e4be90ef8015017159503290ac255d651b180a037d0555902f3297f8bb52,2022-11-15,False,,[],False
PAT000811,Abigail,Harris,1970-01-12,55,Other,41023 Weber Corners Apt. 747,North Mark,KS,42684,987.982.0192,angelajacobs@example.com,791b67bdf465d6f6922780cf84e89e69fb5ddd7ff220097e229794e65d47f7e1,2024-06-08,False,,[],False
PAT000812,Evelyn,Kim,1974-04-16,51,Other,0319 Timothy Club,Port Michael,FL,72354,(970)502-2968,umyers@example.com,1876c593e9d68f1901ed6212b5a019dae679b5dbf3e15ed878b88f5931e9f6a3,2024-10-24,False,,[],False
PAT000813,Kaitlyn,Steele,1937-11-13,88,Other,282 Madison Crossroad,West Christopherhaven,AL,88126,+1-406-984-3818,browninggarrett@example.net,84e9410ec27ce88f038289a3fabed2985fd257bb44f539d1e5f05e34ad72e9f4,2024-01-02,False,,[],False
PAT000814,Dana,Smith,2008-08-16,17,F,42725 Megan Freeway,Cynthiamouth,RI,63182,(918)732-6620,haleanna@example.com,d3b96b7f4a2b67469c164ead41dd2a4f49a2b6442e523b1aeb2dfe1e9224e992,2024-12-14,False,,[],False
PAT000815,Cynthia,Bell,2019-03-10,6,F,316 Cynthia Burg Apt. 499,Gibsonton,MS,08226,(982)951-2800x81034,robertmurphy@example.net,297e75f9ad44a8b724431154dda046f8356d42e79a8d1344bbd1ba8b954f7ae5,2025-06-04,False,,[],False
PAT000816,Amy,Jones,1968-03-01,57,F,164 Richard Pike,New Tomland,IN,50825,(524)868-7605,cassandra78@example.com,5077fda6a48009c3f49b095778c5df2bfc18e6ca63f9ef41fe16257d8ac464b0,2024-02-07,False,,[],False
PAT000817,Joseph,Munoz,2021-12-13,3,M,98861 Theresa Village Apt. 321,Toddton,MA,39095,001-724-924-4877x34767,flane@example.org,c4dc16141abd5d070b09c33383ff1a860aaa995777b239d264c8fe3fde57112d,2020-12-13,True,2025-03-26,[],False
PAT000818,Kayla,Williams,1937-11-17,88,Other,119 Raymond Inlet Suite 002,South William,FL,74293,651.884.0678x43354,bgreene@example.org,3e5cd8881a0211a45134e6966d4362c3a8ade203eb2c1eb1cb5130c3c2c7cc13,2023-03-24,False,,['diabetes'],False
PAT000819,Tina,Byrd,2015-01-15,10,F,68318 Brandy Greens,West Ronald,RI,63521,001-974-316-0589,jacob75@example.com,920537d956db534dd97aa20f61c6a3d7b869bb9bd5e8171d7f4f24517a8f70d6,2022-08-20,False,,[],False
PAT000820,Cathy,Jackson,1961-10-08,64,Other,5301 Christopher Brook Apt. 873,Lake Ricky,PR,37638,793.416.5413x903,zriley@example.com,93d4011b1dba7fc2e7b24a2f0e3848453424d557ead319b68d287b441608b587,2023-08-08,False,,['diabetes'],False
PAT000821,Emily,Harris,1946-12-12,79,F,40017 Samuel Mission Apt. 546,Angelastad,TN,86882,001-278-597-8066,brendanmora@example.net,4578cba33ca17c6867a248c29793f50337fa29ed63de5ee2f9c45656fa31bb2e,2022-11-16,False,,[],False
PAT000822,Paula,Fischer,1970-11-05,55,F,22030 Beard Trail,Tiffanyville,KS,95942,(836)421-3995,pjohnson@example.com,9f89e541ccb74548e1c6f3a20b03661eb0f518467306717e4b0b9fc8e2f6a76f,2023-10-28,False,,[],False
PAT000823,Kathryn,Giles,2021-08-17,4,F,4608 Jose Bypass,Hessland,CA,28279,001-657-912-8403x52313,michaelwang@example.com,2889880a9e39f01eeaedfb4f66a15c4976b2a0713fad03a878abd312a03a9c43,2022-09-03,False,,[],False
PAT000824,Candice,Welch,1946-05-16,79,Other,95714 Melissa Causeway Suite 906,Lake Allenland,OH,49516,(285)817-3344x5948,bbowen@example.com,be1709465b1a9fb5530bae71708a13e73c0a41ee5ffcab7c6beaee560b8dea6d,2025-02-07,False,,"['diabetes', 'heart_disease']",False
PAT000825,Lisa,Perez,2009-12-30,15,Other,871 Banks Coves Apt. 211,Heathertown,SD,94240,+1-680-301-6983,xrivers@example.net,c7e7956ddc3f6eacf17f0774544123d240b9b2c2635460ff69ca7560fef2008f,2024-09-25,False,,[],False
PAT000826,Jason,Smith,1951-01-13,74,M,4608 Jose Bypass,Hessland,CA,28279,(634)567-9864x911,john42@example.org,b953c5f5dcf9c63fddf9500f6dee8f1b038c90f71ea3698c85835c770f28d12a,2022-02-11,False,,['diabetes'],False
PAT000827,Ruth,Garrett,1935-08-12,90,F,6576 Sullivan Street,Johnsonchester,OK,36592,001-886-973-5927x584,madisonkelley@example.org,204570fc0ce95415ff02d2f3f0ebda7c149788130b3523b4a16bccdfece2318f,2021-11-11,False,,['hypertension'],False
PAT000828,Holly,Smith,1975-10-13,50,F,41792 Haley Trace Apt. 224,East Johnborough,GU,48407,786.240.7992,andrestaylor@example.net,93131f177d69c7b7347970f1c31fc70c9f6efc2fb0b5784ce98990afb96203ad,2024-06-06,False,,['hypertension'],False
PAT000829,Connie,Taylor,1959-03-29,66,F,53989 Karen Rest Suite 255,West Aliciaview,WY,94207,603.251.5195x29874,gibsonmatthew@example.org,ded45ec087fadd4e74f8c78169b9dd56f498277fa6a842f067474d2c47982771,2024-06-22,False,,[],False
PAT000830,Megan,Arnold,1947-06-14,78,Other,1754 Justin Keys Suite 204,West Hollyton,AZ,48619,216.482.0968,jpark@example.com,dfc0e99e6457298b74c7784a3b8b2462b98ecc372ae78f9c93187c578a14b43b,2024-06-07,False,,[],False
PAT000831,Veronica,Cooper,1995-12-15,30,Other,837 Michael Knoll Suite 540,Lake Jenniferstad,PW,77973,377.808.9834,kevin75@example.com,9701c1c8d0d18e6faa919d877dea2ac2f537e042d58e3ca1db037ba8d151084c,2024-09-11,False,,[],False
PAT000832,Gregory,Williams,1971-04-02,54,M,7195 Howell Loop Suite 802,Donnahaven,MA,56771,237.360.4339,rebecca77@example.org,cf9405352ce61a2352c3e4a4fe97f331cdcee41ec406e8c4e0f4f2deb964e3d5,2022-06-04,False,,[],False
PAT000833,Anthony,Torres,1964-07-22,61,M,15039 Hendricks Trail,North Tyler,VA,55655,+1-398-266-2163x1335,morganjoseph@example.com,97b441061310cdcfa2eeda6882f66c51c72b5596a5ef6ca56fd9c69c0d040372,2022-01-21,True,2025-01-15,['diabetes'],False
PAT000834,Stephanie,Burgess,1950-01-23,75,F,26693 Smith Key,East Michael,TN,89246,(946)728-0971,vlee@example.org,dc94db89b0c31235ba1ddb983a592ffee3242bfafc18b71100630c930f8faf0c,2022-06-04,False,,[],False
PAT000835,Jeffrey,Brown,1939-03-30,86,M,4446 Samuel Ville,Maryville,IA,19359,398.926.9414,haydenryan@example.com,78c3d972d8afb77314886203a63ed191ed178be76c5565f5cf7d757cb9641219,2022-08-30,False,,['heart_disease'],False
PAT000836,Ebony,Roth,1981-03-19,44,F,30220 Robert Village Apt. 431,East Alyssa,PR,28172,2916327828,middletonmaria@example.org,f49e0131b3993d6242fb6f64f225def582b8d50f09794235050813015d7bad4f,2022-04-13,False,,[],False
PAT000837,Judith,Butler,2019-12-27,5,Other,37789 Lisa Inlet Suite 785,North Sheri,UT,29443,402-354-9381x599,susan10@example.net,a426171f4781a1dda32f5a8638c31d3a2ed1cae3c32c9da97e68e91b4d25df82,2022-08-31,False,,[],False
PAT000838,Rita,Obrien,2000-04-22,25,Other,32611 Jackson Plaza,Medinaton,WA,42376,001-799-249-5265x9876,steven38@example.net,fae641b965d4b8957848550ac5a241cb0a64d5527255d15081e90e20064eb5c9,2022-11-08,False,,[],False
PAT000839,John,Ortiz,1950-11-06,75,M,5540 Melissa Glen Apt. 125,West Haroldland,KY,29750,(450)216-8695x5565,rcortez@example.org,7a42f733d75517a096dba809c89e03380ab37022171753e3c76f582400ed71b7,2024-08-19,False,,['hypertension'],False
PAT000840,Alan,Lucas,1999-01-04,26,M,94952 Melanie Haven,West Anthony,DE,92331,998-785-7459x803,michael48@example.net,ff0c79a1fd331d1e7146935feeabd72f1e4f8fd8648bbf77261c67123cd6114d,2022-06-02,False,,[],False
PAT000841,Todd,Johnson,1942-06-19,83,M,09720 Mckinney Run Apt. 705,Bowenshire,VI,95771,662-751-0974,phelpskristen@example.org,eeb28b49f6a29d149677e7f800c5cc7003d1eeff4ae4ea57bceb8ddef1086c17,2023-11-19,False,,"['hypertension', 'heart_disease']",False
PAT000842,Christopher,Graham,2013-06-11,12,M,1218 Delacruz Springs,New Kristinefort,MP,79301,727.354.5336x644,adamstevenson@example.com,02459f022ce44ef37a7004b9404259360ec35f1dc258277f96c5660d300b2e63,2025-07-06,True,2024-12-08,[],False
PAT000843,Cynthia,Freeman,1947-12-06,78,F,74031 Steven Mission,Bowenfurt,MA,78984,278-265-4075x36533,charles69@example.org,00b90af54288bb4233e5d25d31dd5f493d4d3634d0920f12b0ba3db84a2313ed,2025-06-11,False,,[],False
PAT000844,Maria,Jimenez,1947-12-29,78,F,09720 Mckinney Run Apt. 705,Bowenshire,VI,95771,391-946-5500x7096,nhunt@example.net,48ae3eb03af0e47827f06c2515f94b3609a535906f7307e3a6061574326f5f71,2023-12-03,False,,['hypertension'],False
PAT000845,Tammy,Floyd,1989-01-15,36,Other,05830 Rose Field Suite 552,South Denise,CA,98163,966.516.4312x25127,anthonyarthur@example.net,cbca1ba63de7c352131d4541a91f331e05df6a9f2249c9d95ae4470d3bba2b10,2021-03-25,True,2025-09-24,[],False
PAT000846,Carl,Keller,2010-07-11,15,M,1891 Joseph Summit Apt. 246,North Anaview,WV,43355,6105617371,qdennis@example.com,64009399313ab7fe6d9e4cf0bcd7b42911d335fb006f29a001529147a8603dce,2022-01-15,False,,[],False
PAT000847,Sarah,Davis,1963-05-24,62,Other,45079 Crystal Stream,Markton,IN,25234,(553)418-6270x2697,alyssa78@example.net,679db0514601f141a4376174612280d45cb73b933569cd8dc3906b3d3c6105e7,2023-06-27,False,,[],False
PAT000848,Annette,Hill,1993-05-15,32,Other,66879 Watson Shores Apt. 647,Port Jason,KY,60793,415-415-3321x3227,davismichael@example.net,5094ac45de752be002205f8fa9e3c1441aebee7836ec6436e20a5b31e2fa1b41,2022-12-23,False,,[],False
PAT000849,Rita,Sanchez,1955-05-08,70,F,71557 Jackson Dale Suite 599,East Damonburgh,OR,32451,+1-345-547-2233x8600,raymond54@example.com,2cc62265ec959d41efa523ddcb031721a618eee0b380faa91569aa73c2330f4e,2023-02-27,False,,['hypertension'],False
